,0,1
477,214102.36,214660.08825122187
478,274206.23,273849.4309730336
479,274415.81,273995.4083945522
480,743426.19,742718.9552492574
481,501439.42,504460.5633419388
482,1069720.16,1076675.2821525394
483,1167263.48,1162367.6654568247
484,519718.58,512103.29716259846
485,995148.3,998535.5128874044
486,244492.65,245085.67012616683
487,366304.74,368893.298156701
488,496046.41,495996.0762426286
489,262971.38,263150.4305255843
490,263030.71,265063.93182653614
491,772506.54,774370.1893489439
492,120115.15,120052.13154796971
493,573281.93,568491.7570671334
494,486535.9,486354.63286264654
495,518947.43,520300.2759365123
496,829799.88,827464.9886613098
497,581076.86,581047.8233274433
498,225861.05,225768.24254693027
499,614411.64,614547.5809791875
500,434340.09,436534.15078861814
501,260053.11,260121.72187103325
502,911833.68,910856.6153732035
503,161252.29,161231.2335569036
504,413315.31,411691.3566639479
505,264622.1,264072.1608581166
506,1128730.93,1128477.2331155064
507,680276.69,679759.161266316
508,657741.09,662617.8099556405
509,183268.7,182819.02171968383
510,605773.9,606095.2942429698
511,356265.27,355721.4132829677
512,308976.61,309407.95586669486
513,577826.1,575910.7598978446
514,188342.05,188642.68569961088
515,300353.68,298559.01883792836
516,640698.08,639380.41323924
517,1382344.68,1389165.9945054827
518,928904.91,931885.8725902645
519,302061.67,304272.92628124676
520,285630.77,287443.76260842406
521,1158753.01,1155516.2037534958
522,175507.71,176238.60666901944
523,1718007.5,1713209.4947014477
524,995903.03,996025.9471460192
525,216113.47,214681.87747011258
526,501326.39,504035.28352986556
527,479218.15,479327.4901167478
528,665499.67,663190.0439527375
529,473043.16,469791.83759023313
530,484079.91,486051.3449075248
531,882089.3,881693.971171962
532,92099.89,93545.34067359076
533,408968.56,408008.867864325
534,1018082.29,1014365.7424239872
535,416694.04,418414.50245402055
536,732575.41,741422.2966081931
537,270742.75,270182.5832458765
538,485921.93,485320.78677727527
539,253955.5,255203.72175277717
540,1328557.04,1327309.9231387936
541,364255.95,363001.7715357406
542,414479.13,417406.91348740266
543,487641.25,488486.5706773694
544,587920.83,587710.9199917471
545,314883.67,316738.0364858365
546,1527363.17,1527983.2749160605
547,821110.71,819001.8257687455
548,213905.43,216902.97653575486
549,223956.53,223865.6912299712
550,848844.79,852092.9633296141
551,588829.33,586616.8063831519
552,440479.8,442120.04372523894
553,121666.06,123181.85582787741
554,547590.47,552312.2908186878
555,790435.37,787683.4494047447
556,519541.34,518947.90877444355
557,530310.11,529524.8128358845
558,229606.01,229144.20363000844
559,127501.61,125846.04050355827
560,431839.21,432335.20880206855
561,329161.04,328772.8516643306
562,828973.17,828265.9664963568
563,578736.12,581256.9815974797
564,354821.27,353543.2635445988
565,563893.89,569018.5416483455
566,170373.4,170706.54656676447
567,510416.36,506056.4437333745
568,622275.58,621140.8944973083
569,719628.14,721533.0015000858
570,246034.41,245608.62323457524
571,194155.31,193641.85670704368
572,526042.76,527418.2549491366
573,460755.01,461863.3003262608
574,479374.93,481538.96514249826
575,295430.99,296161.61976089334
576,350999.63,349447.8936212757
577,307186.93,308176.4648401352
578,616556.42,616824.2468625032
579,916953.37,916569.3254400177
580,375564.17,376169.45399963896
581,278925.24,277792.2062443249
582,303938.44,302910.7638698118
583,533199.49,533551.0210935993
584,830358.48,829175.6663928125
585,791258.12,792803.3424762466
586,740790.68,736731.6408653737
587,343877.21,341038.3537077757
588,555827.38,557623.2757277265
589,1065117.68,1067042.1782114196
590,283594.73,283297.88480399613
591,382549.93,384515.63340763684
592,171162.67,170460.63744954165
593,409805.25,406042.9030027826
594,484397.34,483109.6699644103
595,168986.46,168721.2028173451
596,235454.22,235743.32204843452
597,439435.69,442006.17022064026
598,192752.32,192546.66704928468
599,788397.67,792228.7763453582
600,295204.78,293718.6514873721
601,414022.42,413316.8435544985
602,312737.83,315090.07568524097
603,726595.68,725826.7731618527
604,380994.17,382674.98549516103
605,721147.89,719889.5418310772
606,118663.11,117514.11395855277
607,225606.55,233097.00937521394
608,367909.12,367789.8330658919
609,333691.78,330851.9667698459
610,992640.79,993490.244973315
611,237532.12,236799.41557578978
612,354720.74,353459.0529134064
613,259922.29,261148.33967237896
614,182684.91,182559.74224178397
615,280211.01,279904.04152969917
616,588144.36,587649.5557376081
617,545273.41,543204.2804713182
618,173859.62,173806.27109637036
619,276444.96,278180.08273102203
620,155150.66,154876.7653242557
621,479491.58,477293.0071658337
622,232717.36,234699.4493076545
623,335155.44,334303.2895128756
624,602845.07,601643.4384885381
625,230721.72,230739.1309870041
626,413211.27,410981.44040381437
627,323858.3,322142.04397502146
628,401312.5,397977.20849594515
629,254249.28,255446.64061547024
630,446281.4,444547.93539081403
631,232847.15,233114.92833649975
632,381497.34,381531.55551306735
633,270348.03,271665.1244410788
634,389483.27,388954.34991388244
635,226305.61,228482.45833810576
636,859561.3,858968.4882714362
637,593228.36,595797.1553144495
638,342368.0,342842.54069507914
639,581113.01,585486.1069604699
640,288820.81,288804.4200273559
641,791129.53,789320.4627611741
642,497334.58,494442.67217401636
643,929710.44,925456.8881881484
644,236266.98,235458.19721502322
645,326711.65,326610.7414070056
646,323706.45,324637.77377640863
647,855744.35,851732.1045166764
648,368869.88,371016.3085961613
649,1302068.86,1299361.663682099
650,280198.69,280935.8795026636
651,448971.36,448483.22491290176
652,316272.96,316758.48378804163
653,247409.62,249111.39178467938
654,828515.12,831264.1581492239
655,239351.92,236178.70105424584
656,386628.35,385312.2009540424
657,453462.84,452608.62475944485
658,364843.41,367089.86430501216
659,424128.74,421357.9306705786
660,347576.07,347679.31584507984
661,408404.28,410201.3881994687
662,319520.31,316837.356770926
663,146682.17,147661.41384363003
664,647249.21,649951.77866115
665,326922.93,326853.926739229
666,450056.03,453855.1328087251
667,345135.91,346999.03607924364
668,318006.02,319621.8734852441
669,1140480.09,1143432.6530779526
670,1052190.34,1049310.8906928736
671,138803.83,140230.36338777837
672,285784.0,283881.4220690546
673,1057183.25,1051534.384878809
674,234123.18,232489.76193512563
675,314200.51,315959.3599277715
676,549743.24,547763.561117314
677,259309.7,257540.0756401447
678,199055.25,196681.17178076904
679,223925.03,223906.4835328643
680,498247.08,499074.29494390066
681,382466.05,382900.6319441562
682,203397.42,204966.79502541214
683,1507743.19,1505294.360914121
684,467809.54,467479.32871592755
685,697765.83,697180.5764309184
686,349607.4,348195.68424849067
687,493986.53,492639.99012147903
688,377753.12,376819.14696183486
689,628958.51,627911.886079137
690,497551.99,496662.2267460548
691,454419.15,451212.66887288576
692,708085.47,706335.6738156327
693,375187.34,376836.2131413948
694,261361.79,259654.03196892026
695,783844.1,784070.651818692
696,495644.53,495484.8749709371
697,474409.75,476791.1576547143
698,513797.86,516805.5536107493
699,1203645.47,1203602.5967065976
700,409364.18,408361.37380918546
701,489552.94,487843.719723394
702,587553.48,581142.6726404033
703,459215.16,457397.6120652115
704,368589.43,370336.58670376276
705,258185.06,256289.0431273873
706,687673.49,685275.8345220073
707,457653.28,460430.8399179116
708,362869.51,363511.6125896048
709,336402.59,337765.89989073726
710,242912.54,240921.02926330006
711,875910.87,873051.9915083024
712,406443.83,404553.36913686816
713,519831.18,515809.9112213617
714,296306.54,298223.73377858393
715,2037157.33,2038515.937963313
716,580092.78,580760.5009807686
717,246123.37,247511.5243496878
718,658659.43,661246.0947215254
719,1429776.27,1424773.288484254
720,502827.58,501229.99180452304
721,1295863.17,1299138.817354381
722,874170.2,873869.9939411504
723,297259.54,298286.9821593904
724,291080.68,288964.2077890363
725,487861.81,486809.0282940309
726,343328.29,343836.40893376595
727,203970.39,205116.37967647202
728,797944.36,795892.9566278802
729,368681.06,366168.41251006536
730,980243.09,978835.3569166875
731,1761416.94,1760191.8653723795
732,345620.43,346599.9893789479
733,391336.21,391532.27387652
734,557865.74,557044.1034892017
735,630213.97,632682.1635232341
736,513593.92,513584.6309791617
737,1020580.11,1021818.6189948415
738,524044.89,523262.5470082046
739,201076.84,201858.05426898564
740,914184.11,913895.4984243745
741,716718.75,715171.3891806474
742,131821.33,133168.6983681068
743,436961.96,438295.98040070356
744,269301.56,271058.01222236326
745,545328.2,546697.9376456552
746,783033.06,782090.4616543482
747,605366.68,647214.1301222071
748,803698.97,804072.2848683228
749,119378.01,119867.95840407649
750,305833.8,307282.9058295684
751,384211.36,383760.6664612957
752,144595.9,143992.18937114938
753,871128.76,867819.5538175775
754,691743.39,693018.8184546137
755,470274.53,468948.80763233063
756,729761.37,727913.0914346764
757,1112465.65,1116965.1501904724
758,449980.86,449504.2662858716
759,421112.75,425613.91834037233
760,624951.94,626828.6380258878
761,858793.94,857113.558338837
762,1018071.64,1010990.5150459636
763,554558.9,551241.5364748453
764,480912.22,482223.3909369527
765,829508.62,828490.1775955863
766,607380.28,607248.6675763107
767,550104.31,551962.338567541
768,699828.15,696089.3725658003
769,226942.96,227272.02283109468
770,224101.95,224472.54203067548
771,474138.66,473931.7394001383
772,249063.6,249197.24057969893
773,201577.59,202710.48965164257
774,455359.86,453626.3769960908
775,587196.41,589580.95183309
776,1670754.39,1677535.4872344304
777,626458.79,628291.5908152796
778,547955.46,549477.3244896212
779,291361.6,292742.4069075815
780,628544.13,630190.081832459
781,712887.34,712360.0097731212
782,557139.24,556345.8514810327
783,509743.73,509365.3263813944
784,521899.73,524898.0209306346
785,1143791.83,1144617.7091493248
786,327314.54,327848.18606690265
787,522750.49,525503.7615575178
788,390164.74,391961.3087376718
789,645156.3,641664.676907806
790,629874.86,625335.1605215289
791,324288.84,324259.76712223486
792,312155.57,309724.9763476531
793,863231.72,866138.3362392804
794,276752.45,275179.6046667043
795,394426.95,395749.02006467024
796,697083.65,699044.3890913702
797,661051.53,661569.1088217134
798,620411.95,616101.0747913143
799,271672.51,270986.49028642254
800,564989.72,571147.2392799935
801,181993.46,184854.04561295387
802,495363.03,495070.3916691011
803,321621.73,319400.900426467
804,234280.7,234424.83748950146
805,225692.89,224154.26493276426
806,369941.01,369222.33525557583
807,447581.32,446918.1645391828
808,712994.5,706813.5571801494
809,192721.34,193244.196240192
810,618760.46,619390.6610361472
811,486952.36,490265.5079698914
812,1068024.21,1057552.7337210854
813,1202162.93,1202081.278396618
814,683566.0,682543.044046553
815,724389.12,724193.7067706943
816,520976.68,520988.2983117304
817,369990.4,369206.47576507577
818,128652.79,125963.74140610732
819,620932.03,604184.3863021985
820,207559.88,208280.80545373648
821,536755.68,536070.0291345152
822,144954.81,146080.0124403165
823,959909.76,966335.4864359782
824,510797.15,509071.2468368882
825,266873.25,267832.52415937395
826,811385.45,813923.9786074305
827,543078.95,544113.8402383277
828,690951.48,685318.0190620258
829,751901.17,749094.8270781512
830,457876.56,460773.298349631
831,317352.45,318418.32043276983
832,2408364.9,2400255.562206589
833,171535.19,172294.47703558792
834,558425.15,558516.7521818851
835,262244.7,262092.17250069237
836,515689.9,520089.1517711072
837,275065.95,276773.9808593222
838,558102.08,558793.9401668746
839,378923.47,382719.5614475211
840,905265.14,908751.8279643935
841,606058.52,605890.342077327
842,154277.96,153625.72078472492
843,391527.69,392811.9420041594
844,292108.28,292775.68181965663
845,633942.96,631261.9926306703
846,671290.87,671836.1474596101
847,594307.26,596377.0545755258
848,467733.11,468767.43070785026
849,820967.78,818802.2380241542
850,414154.54,412573.23638226296
851,1560666.29,1562929.1380295758
852,259431.33,259101.2175416607
853,271079.48,272116.32007024664
854,253920.91,253202.3028453791
855,287645.62,288363.0915151161
856,217163.44,214290.54224029608
857,974617.0,973651.5214634747
858,1388766.6,1387988.607896171
859,260736.33,259738.40067449736
860,331331.3,331835.4082837049
861,505712.85,507957.3265618264
862,255269.07,257138.53858876473
863,915032.36,916523.2014610344
864,271897.89,270950.95964370307
865,956979.19,956893.277096718
866,615999.99,617570.5585793271
867,1199170.87,1197394.894239824
868,394849.94,396504.1276528384
869,463978.47,463022.5643510927
870,816551.17,814334.5237375635
871,552157.05,555046.5642781658
872,480927.01,481130.95065257617
873,589587.96,589300.9519229678
874,669178.75,669178.172978732
875,284965.53,283106.2923532976
876,856323.82,857439.6137214924
877,974052.91,975537.2622072917
878,934052.32,926587.3973679376
879,295556.96,296755.54160592076
880,521688.85,518499.68847222
881,470635.24,471198.46013865183
882,482386.61,486109.12835343217
883,716846.5,717458.8619812859
884,741086.43,746854.0093651777
885,336065.66,334472.6064937776
886,410536.43,412510.00628039835
887,548068.88,548356.6440696197
888,547127.28,548844.6165458099
889,870547.55,874413.1186048937
890,264342.52,264901.07870396174
891,219684.36,219029.26979699286
892,770741.69,776259.2036985465
893,628995.05,628152.5036788178
894,339461.67,340653.0628915138
895,514586.24,514207.79306501267
896,841019.34,843582.1414889428
897,503794.27,501468.9124131968
898,813995.4,817217.7942200927
899,391633.22,391807.8971719653
900,726531.86,723754.5138053272
901,1038352.64,1039342.0586409634
902,211936.65,214360.44537592767
903,788305.4,784211.4170997776
904,461309.06,461187.6542850234
905,1043489.12,1040884.939005618
906,362506.7,362292.42407279584
907,112266.74,112436.92437169496
908,1263238.76,1264197.4479996406
909,620566.11,620101.2095352116
910,379126.14,380481.10872903187
911,517252.59,516311.89756492886
912,1149523.93,1150324.9912363137
913,390612.29,392602.5346365564
914,455527.31,456741.47950407414
915,234024.11,234588.5716747973
916,249542.16,249027.36586310453
917,290064.58,291447.78447349864
918,300017.31,299734.19550431136
919,499461.86,500317.1174965943
920,244900.73,243840.24957774256
921,304165.99,303279.4641417911
922,210986.67,210675.78916112226
923,265367.21,266137.5708490731
924,405846.2,407638.77639533277
925,973027.24,971863.8447426986
926,758408.98,759844.8993751188
927,154962.66,156303.6922918243
928,626370.58,627992.5539392179
